rainfall_mm,past_rain_3day,past_rain_7day,soil_moisture,ndvi,elevation,slope,river_distance_km,temperature,humidity,month,landslide
37.59,64.12,215.85,0.3247,0.1181,3254.3,63.02,0.1,33.9,63.9,12,1
24.07,55.01,196.5,0.262,0.7274,1439.8,41.68,17.521,18.9,46.9,12,0
27.97,62.83,226.47,0.2967,0.2991,2700.9,48.71,0.391,12.3,78.2,12,0
57.23,228.37,678.05,0.437,0.5415,1949.8,25.7,2.348,34.1,78.0,12,0
40.03,116.02,410.41,0.3958,0.3211,2523.5,45.2,4.69,28.2,69.7,12,0
15.53,57.44,150.65,0.3217,0.3255,1058.4,20.47,0.674,18.6,57.9,12,0
13.08,33.56,100.4,0.3889,0.3394,3308.3,19.71,1.991,17.0,57.2,12,0
0.58,1.92,5.48,0.2723,0.5935,1949.3,47.88,2.805,33.2,36.7,12,0
90.59,200.79,539.84,0.4716,0.6354,2943.4,36.28,0.524,16.8,67.1,12,1
45.43,171.7,419.65,0.3942,0.3882,1404.7,46.0,4.523,23.4,54.6,12,0
54.26,143.14,287.98,0.3626,0.2588,530.7,21.17,1.067,15.4,66.7,12,0
28.46,99.88,316.22,0.4095,0.8137,2423.2,40.92,0.711,34.9,56.3,12,0
49.44,105.78,343.87,0.3371,0.0742,225.6,31.64,2.451,29.2,71.3,12,0
13.69,44.27,119.87,0.3074,0.5768,1768.5,40.82,1.584,24.2,46.4,12,0
56.43,141.81,628.89,0.3638,0.3074,836.2,22.45,7.588,28.6,75.1,12,0
9.98,15.75,52.04,0.3571,0.1615,2270.3,47.93,6.362,32.9,46.4,12,0
17.19,43.54,182.88,0.3531,0.362,3432.1,53.36,1.981,34.1,51.8,12,0
43.1,123.92,413.81,0.4371,0.0669,1732.5,20.59,1.335,29.7,70.1,12,0
38.39,72.14,166.85,0.3434,0.7075,2897.7,23.04,1.181,31.2,65.6,12,0
32.59,63.87,283.04,0.4114,0.3992,1875.7,44.67,0.934,19.9,49.8,12,0
3.6,9.59,40.19,0.2706,0.6428,1836.3,46.74,2.359,19.8,59.6,12,0
32.97,77.7,238.74,0.3968,0.4916,3270.4,47.25,4.904,30.2,60.6,12,0
54.49,141.77,348.23,0.3493,0.5876,3136.9,45.96,1.116,29.0,49.2,12,0
17.16,45.52,109.29,0.3218,0.5667,2793.1,28.57,0.633,32.5,48.4,12,0
63.35,117.21,466.04,0.429,0.7377,1177.6,28.69,1.936,13.3,65.7,12,0
8.66,16.91,33.59,0.4231,0.297,1998.5,20.29,0.215,27.3,43.2,12,0
30.64,110.92,390.76,0.4186,0.3508,938.9,14.41,3.625,26.2,69.9,12,0
68.86,131.3,463.27,0.4378,0.6228,1664.9,46.55,2.192,30.0,67.7,12,0
13.44,42.53,97.51,0.2921,0.7692,1797.9,10.59,2.058,10.6,57.7,12,0
56.82,144.69,535.84,0.4143,0.8655,2944.4,61.27,1.072,30.7,68.7,12,0
79.84,313.02,1159.63,0.5256,0.477,3156.9,54.6,7.051,18.2,79.6,12,1
34.75,57.87,158.86,0.4019,0.1726,1568.2,56.45,0.285,27.2,73.8,12,0
17.3,61.86,192.09,0.3309,0.2489,258.4,59.4,6.117,25.4,60.6,12,0
11.16,30.44,123.24,0.3909,0.7683,3043.9,29.52,1.418,21.0,67.3,12,0
63.09,95.48,306.73,0.2959,0.3723,775.1,55.8,6.376,28.7,74.5,12,0
62.39,134.71,467.33,0.4628,0.2751,2252.2,14.48,3.914,34.0,69.8,12,0
66.71,168.05,489.78,0.3542,0.6987,282.4,6.3,0.33,18.1,72.6,12,0
29.65,67.77,149.37,0.3724,0.1417,1518.4,52.09,5.343,28.7,37.9,12,0
56.42,135.75,610.18,0.378,0.5693,3453.7,9.49,3.439,17.9,63.3,12,0
29.25,110.92,358.85,0.4022,0.528,532.3,64.31,0.1,31.1,57.6,12,1
8.4,20.18,54.64,0.2627,0.1607,1598.2,45.49,0.431,20.9,56.0,12,0
58.58,149.21,556.12,0.4623,0.3719,1213.6,50.21,3.029,21.2,67.4,12,0
71.32,242.69,843.66,0.5099,0.2347,3186.8,19.75,3.259,29.3,74.1,12,0
4.96,17.28,41.98,0.2783,0.557,3068.8,45.43,4.119,22.4,40.9,12,0
4.49,7.68,32.0,0.3353,0.4177,984.4,7.59,3.822,16.7,38.7,12,0
31.47,102.61,204.34,0.388,0.1107,467.9,55.27,3.232,34.9,50.0,12,0
54.38,147.17,505.59,0.3543,0.7864,2269.6,15.18,4.36,25.5,78.9,12,0
2.13,3.91,12.07,0.2507,0.3623,1310.0,46.84,2.568,26.1,40.5,12,0
35.68,77.13,205.09,0.2872,0.2121,2417.9,18.47,0.907,26.2,54.4,1,0
15.24,24.58,99.08,0.259,0.1732,306.0,9.11,7.304,32.1,55.4,1,0
47.52,114.08,407.5,0.3272,0.1783,640.2,33.89,0.1,14.6,51.5,1,0
10.05,21.5,82.8,0.3627,0.7874,2465.0,15.16,1.37,11.5,46.0,1,0
49.3,121.04,353.38,0.3981,0.2535,900.8,48.77,3.915,19.7,70.2,1,0
26.05,76.86,333.91,0.2815,0.4564,3030.0,19.25,1.671,24.1,54.3,1,0
6.57,21.9,59.79,0.2864,0.7445,393.3,25.55,0.1,17.1,65.4,1,0
31.59,95.21,307.88,0.3033,0.6103,911.1,39.05,0.205,27.2,45.9,1,0
18.45,58.96,254.74,0.3937,0.3758,3495.2,22.1,3.138,11.8,52.8,1,0
16.02,58.72,118.88,0.3011,0.7895,1629.2,27.68,10.046,29.8,51.3,1,0
38.44,141.62,296.53,0.2817,0.6025,2519.8,53.94,2.408,28.0,61.5,1,0
14.29,52.19,234.04,0.355,0.3166,802.8,15.75,2.12,15.3,44.5,1,0
34.28,64.54,285.44,0.387,0.5696,2212.6,9.93,1.15,17.5,55.6,1,0
28.48,60.6,235.35,0.2991,0.7547,2596.2,24.7,0.89,30.2,64.9,1,0
63.18,174.11,541.02,0.3942,0.4348,1237.8,30.46,0.1,29.3,66.8,1,0
28.08,67.31,213.13,0.2972,0.5909,2935.4,37.56,0.956,30.3,49.9,1,0
16.69,30.53,76.15,0.3773,0.7996,2191.3,27.35,1.789,18.1,71.6,1,0
53.63,119.03,353.32,0.3486,0.57,1484.1,52.39,0.662,34.2,66.5,1,0
19.89,78.34,232.25,0.3101,0.1339,2040.2,7.36,0.274,27.9,60.9,1,0
36.71,86.91,164.91,0.3302,0.3305,2103.3,30.91,3.795,11.6,67.1,1,0
30.65,78.06,236.03,0.3365,0.4998,746.3,27.94,6.751,21.9,58.6,1,0
18.23,27.63,85.53,0.3514,0.3955,1529.0,43.85,8.283,26.6,49.2,1,0
37.36,123.22,443.29,0.4489,0.7902,1333.3,62.98,2.887,14.2,62.8,1,0
49.33,125.0,399.32,0.4405,0.3509,1523.0,35.62,0.163,32.5,59.2,1,0
25.38,44.61,184.1,0.3175,0.3964,2711.7,64.21,4.051,28.9,60.6,1,0
18.49,72.5,202.45,0.3555,0.6318,1792.4,23.13,0.35,12.0,54.2,1,0
21.44,73.83,214.56,0.4171,0.5199,3303.0,6.85,3.324,32.8,64.7,1,0
27.45,90.99,304.19,0.4368,0.2367,1169.1,14.94,4.534,20.1,49.1,1,0
37.08,144.41,338.98,0.3236,0.1266,1571.8,28.71,3.882,21.3,66.9,1,0
0.23,0.57,1.63,0.3299,0.4477,2797.0,23.98,9.102,29.6,55.0,1,0
45.74,150.79,550.79,0.4306,0.7614,2001.9,10.82,4.02,26.1,61.8,1,0
27.74,55.91,162.81,0.3787,0.641,2005.2,30.96,3.545,20.9,64.2,1,0
32.63,105.81,449.48,0.4515,0.3608,376.0,25.29,0.91,16.5,63.1,1,0
47.51,72.94,252.46,0.2981,0.1663,1515.4,12.36,7.762,22.9,69.6,1,0
6.84,12.42,27.51,0.2709,0.635,1093.4,22.77,0.594,24.5,56.9,1,0
39.23,100.56,313.36,0.4076,0.746,3497.8,58.19,7.058,25.8,62.2,1,0
36.69,56.15,217.01,0.3505,0.3298,1217.6,23.12,1.125,25.1,56.2,1,0
25.38,67.39,238.35,0.236,0.6027,3118.8,47.84,0.418,25.4,52.8,1,0
6.8,19.08,79.95,0.2326,0.446,2431.6,41.72,5.258,21.9,50.3,1,0
44.88,137.07,524.3,0.4373,0.5031,1325.0,30.63,0.1,24.0,70.2,1,1
47.59,83.33,163.85,0.3745,0.718,1993.7,19.34,5.353,17.2,69.3,1,0
32.84,64.12,134.91,0.2593,0.1188,2973.8,27.14,0.913,14.0,67.9,1,0
3.24,9.84,34.98,0.3619,0.4577,3115.1,40.53,6.481,25.2,59.8,1,0
16.82,52.89,129.26,0.3158,0.2514,729.3,26.05,3.528,11.2,53.3,1,0
28.49,44.59,151.02,0.2789,0.3458,1320.6,17.89,3.291,11.6,74.2,1,0
47.21,134.6,530.2,0.3773,0.5327,1306.2,11.99,1.364,16.2,63.3,1,0
9.59,33.19,111.44,0.261,0.0794,338.7,57.79,0.184,14.9,48.9,1,1
15.91,26.61,77.74,0.2847,0.5628,2174.2,31.42,5.317,19.4,57.4,1,0
19.94,50.49,179.0,0.2421,0.3315,3020.9,42.51,0.562,19.3,59.9,1,0
27.92,64.67,141.49,0.3244,0.5131,1459.2,34.42,1.397,12.9,52.4,1,0
2.53,9.58,35.94,0.3365,0.1849,2642.1,57.35,2.752,16.2,49.5,1,0
24.56,48.26,177.67,0.2679,0.6701,2271.4,37.82,1.975,10.1,53.8,1,0
22.24,51.06,162.83,0.3332,0.615,1439.6,33.85,0.664,18.8,57.8,1,0
4.06,15.22,38.85,0.2675,0.8283,665.5,60.48,0.455,29.9,57.6,1,0
27.05,62.94,248.84,0.3829,0.779,2540.8,48.18,0.395,16.7,56.0,1,0
16.47,46.59,148.09,0.2137,0.3113,3020.1,11.69,5.963,26.1,59.5,1,0
42.39,67.09,131.48,0.3617,0.1326,2463.3,15.66,0.1,12.5,51.6,1,0
7.87,31.18,133.45,0.2356,0.5295,259.0,52.23,11.319,10.3,59.5,1,0
32.25,114.88,444.91,0.3779,0.5385,913.6,55.15,0.664,22.5,56.0,1,0
9.79,30.22,102.11,0.2848,0.0679,429.3,37.71,0.351,21.5,49.2,1,0
15.01,24.79,73.87,0.2966,0.2338,2082.3,38.27,2.581,14.8,57.7,1,0
37.43,63.16,277.37,0.2786,0.4542,2696.4,42.92,0.25,17.2,64.9,1,0
35.87,102.68,399.67,0.4624,0.7742,564.9,31.35,2.767,10.8,59.9,1,0
19.58,43.32,140.54,0.2636,0.7193,2966.5,45.81,5.704,29.9,48.8,1,0
23.27,71.13,253.46,0.29,0.2317,2033.2,11.51,0.147,17.5,53.1,1,0
6.34,18.99,48.57,0.3994,0.4051,2476.9,62.68,4.826,15.5,52.7,1,0
65.07,234.04,544.94,0.4244,0.0898,3405.6,50.01,1.505,30.1,73.4,1,0
47.19,103.98,263.89,0.2897,0.5104,476.1,42.87,0.521,11.0,57.6,1,0
46.29,136.3,353.22,0.3637,0.5908,3174.0,23.98,0.581,17.1,58.8,1,0
9.87,34.0,129.11,0.3139,0.7305,616.1,14.66,7.531,16.6,55.1,1,0
15.11,41.22,89.78,0.2335,0.5202,1496.8,29.56,0.352,16.6,53.9,1,0
21.64,77.39,301.79,0.322,0.2001,3009.7,44.69,6.047,10.3,57.7,1,0
18.27,33.41,107.35,0.32,0.3368,3190.6,43.02,2.357,33.4,34.6,1,0
52.25,174.24,494.56,0.4616,0.7435,1871.0,27.96,0.12,31.6,63.3,1,0
66.35,255.94,668.27,0.4233,0.1862,2160.5,41.8,1.874,20.4,76.7,1,0
81.55,189.99,605.24,0.4146,0.2565,2536.9,53.82,5.102,21.1,69.5,1,0
3.85,9.31,24.75,0.2642,0.6148,2948.1,6.58,3.886,23.1,55.0,1,0
32.94,56.28,166.57,0.3879,0.6044,601.0,32.04,2.013,22.0,50.2,1,0
63.07,195.76,742.98,0.4927,0.8046,2873.2,50.51,5.899,29.5,56.4,1,0
23.66,68.17,237.93,0.3867,0.3553,1788.2,37.77,0.385,22.2,60.4,1,0
15.83,25.34,96.78,0.3248,0.478,1687.1,44.09,7.222,14.7,54.3,1,0
16.65,56.28,209.65,0.2617,0.4003,1598.9,36.0,5.621,12.9,52.3,1,0
58.32,208.38,833.67,0.52,0.7461,1880.4,64.51,3.696,33.0,74.3,1,1
29.52,111.23,260.78,0.3547,0.6936,3318.7,8.28,5.109,11.2,56.4,1,0
11.77,33.71,151.24,0.3146,0.7382,2009.1,34.46,2.355,32.4,48.5,1,0
37.1,97.62,301.12,0.3823,0.2396,3345.5,10.48,3.373,27.3,55.2,1,0
33.83,124.83,466.78,0.404,0.605,795.0,14.59,2.467,20.1,52.5,1,0
34.21,85.41,310.03,0.3081,0.3582,2589.6,27.98,1.318,14.7,64.0,1,0
24.57,77.13,256.73,0.335,0.0762,2880.4,14.33,2.524,17.8,54.9,1,0
70.56,214.39,962.34,0.396,0.1621,2441.1,62.82,0.893,23.2,80.3,1,1
26.66,64.8,154.65,0.335,0.601,2202.8,61.81,1.741,26.4,34.4,1,0
70.48,121.04,355.69,0.4372,0.249,2063.9,25.17,0.989,27.3,78.5,1,0
44.1,68.52,146.96,0.2394,0.7687,3041.1,43.38,0.393,21.2,66.1,1,0
38.78,99.69,228.39,0.3518,0.6236,2911.4,37.03,1.165,19.3,60.9,1,0
27.17,73.44,273.57,0.3878,0.138,603.6,53.94,5.731,29.2,47.8,1,0
54.35,193.31,350.48,0.4105,0.6487,3000.3,42.65,1.439,33.1,53.0,1,0
32.83,83.25,349.86,0.3322,0.1678,1566.4,5.02,4.135,32.9,65.9,1,0
6.7,14.76,51.79,0.2552,0.4905,1037.2,50.79,0.578,23.8,53.9,1,0
5.86,15.57,46.57,0.2799,0.5599,3070.2,49.81,1.657,12.0,53.5,1,0
40.56,84.98,229.0,0.405,0.6998,1625.7,35.58,0.366,11.8,61.3,1,0
7.32,12.65,27.08,0.2199,0.4437,2867.6,59.18,0.448,20.1,59.0,1,0
28.45,50.71,217.45,0.2824,0.6229,1069.2,59.51,2.883,28.3,53.8,1,0
56.43,129.67,482.81,0.373,0.6389,213.0,36.43,2.806,22.4,64.2,1,0
37.6,57.59,155.98,0.2822,0.3672,1835.0,41.48,0.72,25.7,59.9,1,0
11.95,24.5,48.79,0.3076,0.4188,530.8,64.79,1.93,31.1,51.9,1,0
65.25,226.35,606.46,0.4912,0.5383,2689.4,22.93,5.97,11.0,80.3,1,0
43.7,91.18,209.58,0.2814,0.1436,1111.0,24.48,0.574,33.1,53.1,1,0
55.45,98.52,386.48,0.3695,0.7127,1664.0,15.97,0.1,18.3,51.0,1,0
26.69,103.35,386.83,0.3764,0.6059,487.2,58.75,3.167,11.2,46.4,1,0
38.27,116.97,367.87,0.3564,0.2774,1146.0,49.67,0.165,30.9,67.0,1,0
51.06,84.25,353.14,0.2912,0.8314,2778.9,11.34,11.727,33.4,64.5,1,0
72.51,120.05,274.65,0.3227,0.1736,700.2,63.91,2.822,29.2,59.0,1,0
6.59,19.98,60.35,0.2802,0.7183,2335.6,48.86,1.907,30.1,52.8,1,0
60.15,171.46,637.61,0.4584,0.1656,3227.5,56.03,1.686,31.8,65.5,1,1
71.11,118.82,235.63,0.3678,0.5676,2443.5,7.89,2.553,23.1,75.8,1,0
20.43,42.1,118.15,0.2459,0.4779,2876.4,35.3,0.285,27.0,62.5,1,0
41.97,160.42,536.37,0.3872,0.6653,559.6,46.92,7.979,17.2,82.7,1,0
45.44,133.15,371.53,0.3488,0.1389,1027.4,37.58,2.948,16.2,54.2,1,0
21.83,56.77,175.78,0.4327,0.272,3152.0,45.0,0.61,25.2,41.6,1,0
17.75,37.72,129.85,0.3404,0.1949,2559.8,54.07,2.481,28.4,60.0,1,0
46.7,85.66,239.38,0.2937,0.7028,2310.5,27.46,0.429,19.9,71.9,1,0
14.63,36.66,76.49,0.2764,0.3568,2390.4,55.92,0.1,20.0,44.2,1,0
24.57,93.51,203.53,0.3215,0.5954,1566.9,14.77,2.987,33.9,47.2,1,0
50.31,81.6,262.98,0.3704,0.697,347.0,21.25,3.136,23.0,67.8,1,0
73.89,293.89,667.67,0.4569,0.6979,2788.7,7.6,2.629,34.7,85.9,2,0
43.49,87.83,369.1,0.3834,0.104,2439.8,26.87,0.608,31.6,56.0,2,0
33.38,84.17,341.09,0.3573,0.8,1760.3,27.79,2.775,26.0,60.7,2,0
17.13,27.62,75.75,0.3083,0.1585,3169.2,53.32,0.175,10.2,39.9,2,1
4.77,14.14,57.18,0.3049,0.6187,1309.3,44.19,2.819,17.4,49.8,2,0
57.78,156.52,507.05,0.3116,0.5934,1171.3,31.2,2.422,20.4,66.4,2,0
26.2,82.98,184.99,0.3337,0.1273,3080.2,44.13,3.195,26.3,69.6,2,0
58.81,167.99,580.98,0.3866,0.1722,2830.1,8.17,6.775,19.9,62.0,2,0
21.8,54.4,197.72,0.2566,0.457,1899.4,15.82,5.699,30.7,62.0,2,0
13.81,46.18,93.57,0.4395,0.3341,631.4,42.62,11.836,26.6,48.0,2,0
40.56,63.38,167.88,0.3489,0.7769,909.7,43.48,11.219,18.7,62.9,2,0
28.13,80.23,145.58,0.3296,0.4374,2365.6,51.45,4.439,29.6,75.1,2,0
0.1,0.18,0.47,0.2815,0.7047,1470.6,29.18,9.399,17.6,64.4,2,0
75.47,195.48,528.9,0.4416,0.3449,2960.4,48.35,6.059,11.6,88.3,2,1
14.36,49.96,174.93,0.2766,0.8531,3334.9,46.04,3.901,14.3,57.5,2,0
53.23,98.8,230.94,0.3302,0.7555,2858.6,62.8,0.235,10.1,64.3,2,1
51.09,196.14,368.99,0.3257,0.7085,1445.9,17.91,0.151,30.8,67.6,2,0
1.45,5.39,14.29,0.3389,0.141,2802.7,38.1,5.453,25.7,54.2,2,0
4.98,12.63,50.9,0.2688,0.528,1359.8,41.11,2.018,24.3,54.6,2,0
22.5,34.09,98.09,0.3746,0.1268,751.4,64.92,5.056,26.6,51.1,2,0
8.4,29.18,85.22,0.312,0.3564,310.2,17.07,1.126,26.3,46.5,2,0
73.2,271.01,831.0,0.5038,0.5586,1472.9,36.39,1.521,24.1,67.2,2,0
25.03,48.49,185.7,0.3569,0.694,3181.7,25.77,3.614,31.1,66.1,2,0
52.28,198.18,613.57,0.4749,0.069,988.7,36.55,7.407,21.0,75.1,2,0
42.88,162.31,332.16,0.3192,0.4219,881.5,18.93,0.276,30.1,88.3,2,0
36.64,98.13,231.32,0.3912,0.568,3400.4,7.86,5.93,29.7,64.4,2,0
31.05,108.51,250.37,0.2566,0.2021,282.5,39.35,4.725,15.0,53.0,2,0
60.97,159.27,505.08,0.4025,0.375,2793.1,25.15,1.137,21.3,64.5,2,0
9.41,27.39,51.51,0.2829,0.6087,1260.5,15.92,1.317,30.9,51.6,2,0
73.2,168.32,431.88,0.3156,0.118,323.7,24.44,0.143,30.8,84.0,2,0
2.14,4.07,13.99,0.2581,0.6558,3228.7,7.96,0.1,10.6,56.5,2,0
49.58,166.89,460.22,0.3594,0.4923,660.8,62.03,1.945,15.6,54.1,2,0
5.09,7.65,28.4,0.2958,0.6472,2020.9,39.87,0.301,20.6,51.1,2,0
22.15,65.31,186.54,0.3108,0.1888,1104.4,53.89,0.647,11.2,44.9,2,0
32.37,118.54,526.77,0.4087,0.6932,415.1,30.39,5.627,16.5,64.5,2,0
17.87,36.69,161.69,0.2906,0.121,364.7,59.2,2.539,16.5,49.7,2,0
25.5,59.47,235.46,0.3229,0.3241,581.3,34.0,3.012,15.4,52.8,2,0
4.64,13.76,60.23,0.2975,0.23,435.5,39.44,0.623,19.9,36.4,2,0
5.35,11.33,26.66,0.3144,0.7086,2709.8,34.51,5.292,30.3,57.7,2,0
42.5,153.78,588.59,0.4594,0.5944,1802.4,49.0,6.074,16.1,72.4,2,0
30.78,74.38,198.49,0.3821,0.1428,1331.5,39.0,2.223,24.6,53.7,2,0
12.78,37.74,141.84,0.3401,0.0814,1580.6,21.3,7.31,23.9,52.5,2,0
63.15,130.42,366.4,0.3943,0.2441,3265.5,13.73,5.59,30.4,65.1,2,0
0.46,0.74,1.9,0.316,0.2608,3205.5,41.37,3.943,19.8,48.4,2,0
21.0,40.62,178.26,0.3197,0.5918,2561.7,34.35,3.974,15.6,49.7,2,0
17.4,28.11,66.52,0.3582,0.6231,3119.5,10.76,0.334,32.3,46.4,2,0
45.41,121.33,466.88,0.347,0.6423,1254.8,28.74,0.948,30.8,74.6,2,0
31.24,92.69,335.67,0.2643,0.7654,1457.7,35.89,0.208,25.5,38.3,2,0
27.33,44.06,115.4,0.2709,0.5426,2225.3,54.61,0.1,12.3,62.2,2,0
16.07,27.73,84.24,0.3869,0.05,2258.0,9.57,0.517,10.4,57.1,2,0
51.66,140.21,306.49,0.3461,0.3786,1789.6,25.91,6.373,14.6,78.7,2,0
24.59,86.03,368.82,0.387,0.437,1522.2,54.36,0.823,14.9,55.5,2,0
32.93,101.1,446.24,0.375,0.3772,3454.4,43.91,10.535,13.4,56.9,2,0
11.32,19.95,75.37,0.3431,0.5553,2909.7,22.4,2.729,16.6,46.9,2,0
7.39,27.49,112.55,0.3259,0.8138,1635.4,55.72,0.813,18.4,55.1,2,0
67.52,256.15,518.21,0.3995,0.6611,2600.1,34.6,2.062,28.9,64.6,2,0
14.29,33.05,93.75,0.3493,0.2206,1089.6,34.9,0.742,27.7,45.3,2,0
3.68,11.2,30.16,0.2827,0.3229,530.6,63.6,12.401,12.6,45.2,2,0
67.05,183.1,608.89,0.4396,0.695,1363.0,61.83,5.637,34.4,62.5,2,0
46.06,177.55,407.5,0.3722,0.7038,1529.8,26.51,0.1,28.8,55.8,2,0
21.9,60.71,201.63,0.3347,0.3426,254.6,13.43,8.857,14.1,57.3,2,0
61.2,238.69,851.36,0.4282,0.5888,2888.8,24.54,3.83,13.1,66.8,2,0
41.21,82.35,177.66,0.3245,0.5074,1385.3,6.83,0.258,12.2,66.8,2,0
35.86,84.76,182.71,0.3092,0.4147,2115.4,6.25,3.332,28.3,61.9,2,0
35.68,123.21,233.56,0.4029,0.1384,444.1,28.73,3.123,15.9,51.1,2,0
41.67,144.14,555.56,0.3262,0.6784,777.5,61.46,0.741,11.8,45.5,2,1
42.68,142.15,382.91,0.4205,0.6535,3136.0,57.28,4.262,20.5,54.4,2,0
84.94,309.94,746.54,0.3611,0.1004,2208.7,35.69,0.273,27.7,81.6,2,1
25.17,81.95,319.68,0.3904,0.5488,3335.9,38.91,2.017,17.6,63.5,2,0
25.94,80.15,175.28,0.2929,0.6678,3495.9,5.36,0.1,22.1,65.7,2,0
0.88,2.34,6.91,0.3297,0.8076,1427.1,17.93,10.396,14.8,57.0,2,0
28.74,76.67,292.2,0.352,0.1597,1186.1,6.49,4.178,20.7,67.3,2,0
76.61,192.71,645.45,0.3566,0.7897,3032.6,50.27,0.519,19.0,76.2,2,0
54.65,166.71,549.46,0.4771,0.1418,3495.4,13.74,1.254,20.8,80.8,2,0
16.45,41.39,92.1,0.3571,0.5532,2277.8,57.14,0.525,21.6,57.3,2,0
30.79,57.54,131.68,0.3513,0.5519,2824.0,43.6,4.365,12.3,75.2,2,0
2.37,4.19,14.13,0.2708,0.3439,2779.8,18.77,0.182,12.3,45.7,2,0
5.81,22.15,41.27,0.3488,0.4273,1372.6,14.46,5.505,16.5,46.5,2,0
33.77,52.75,218.74,0.2793,0.7711,2095.1,42.66,8.552,12.9,58.6,2,0
17.68,31.18,85.62,0.2056,0.6663,2949.1,59.05,3.387,16.3,55.0,2,0
3.92,10.25,29.99,0.2278,0.489,2470.8,48.1,0.718,10.6,48.6,2,0
42.28,91.22,227.85,0.2992,0.1412,269.8,25.91,1.339,18.8,67.0,2,0
27.98,70.37,293.22,0.3205,0.05,1311.1,40.24,1.946,15.3,57.6,2,0
9.15,16.41,58.01,0.2898,0.1781,676.8,23.65,2.784,32.3,47.9,2,0
21.84,39.91,120.31,0.3044,0.7799,968.8,64.95,3.314,31.5,53.4,2,0
15.79,55.29,186.89,0.3046,0.6751,3188.1,49.93,2.424,17.5,64.5,2,0
9.67,32.85,92.86,0.2126,0.8142,321.7,41.86,1.298,21.9,55.4,2,0
16.68,29.37,89.8,0.3274,0.1368,925.3,30.4,6.647,33.9,41.6,2,0
58.26,184.66,510.71,0.3882,0.5433,1221.6,42.09,0.255,23.1,79.6,2,0
27.6,83.43,242.69,0.3134,0.1955,2235.7,25.5,1.884,31.2,61.7,2,0
23.4,76.84,203.66,0.4104,0.6961,1962.5,6.73,4.483,30.7,62.1,2,0
25.33,68.04,136.73,0.3151,0.3291,920.3,28.71,0.188,33.5,65.0,2,0
1.59,3.47,6.59,0.3042,0.2205,742.0,60.83,3.666,17.6,58.3,2,0
40.31,127.36,289.11,0.3972,0.4344,981.4,42.58,5.14,11.1,54.7,2,0
26.77,65.01,161.19,0.2575,0.2449,1858.3,10.04,3.244,12.6,49.5,2,0
11.1,22.73,95.58,0.3179,0.5453,1094.9,58.1,0.1,24.3,72.5,2,0
14.85,37.44,129.19,0.3653,0.6476,3327.1,21.13,0.596,23.3,48.9,2,0
0.65,2.21,9.68,0.2974,0.6193,1730.8,19.63,1.256,17.5,53.2,2,0
19.88,53.47,145.29,0.2637,0.7962,394.0,22.83,0.799,16.2,69.0,2,0
24.05,54.1,156.06,0.3069,0.378,2606.6,39.63,9.862,27.7,53.7,2,0
19.23,68.84,257.71,0.3607,0.46,1285.2,37.68,3.163,18.5,52.9,2,0
31.42,116.38,391.06,0.2724,0.7566,2356.5,34.48,1.057,25.1,66.8,2,0
28.08,72.52,233.91,0.2788,0.4354,1122.7,48.05,7.965,27.8,60.1,2,0
35.81,87.25,292.65,0.4568,0.1611,2083.5,23.99,4.048,20.8,64.7,2,0
53.62,162.55,548.96,0.4333,0.584,2748.1,51.92,1.005,14.8,65.4,2,1
44.86,73.8,285.42,0.4309,0.1463,3262.4,15.52,1.429,31.5,59.2,2,0
53.9,174.02,627.13,0.4679,0.241,1061.7,51.96,0.667,12.3,63.5,2,1
8.85,30.57,134.03,0.3463,0.2299,1305.0,44.83,10.629,30.7,62.2,2,0
17.32,43.2,188.32,0.322,0.1724,1732.1,45.99,2.185,30.9,52.8,2,0
46.38,89.81,263.98,0.3715,0.05,3259.7,33.89,6.792,24.3,67.3,2,0
46.83,73.61,139.6,0.4002,0.1393,3174.6,45.02,1.276,25.7,56.3,2,0
13.07,40.44,74.0,0.356,0.3675,496.6,9.79,5.916,19.0,70.2,2,0
45.76,99.42,212.03,0.3505,0.2043,635.4,56.09,0.166,31.0,66.3,3,1
6.89,18.32,36.67,0.2987,0.1663,1835.2,8.33,12.067,16.6,54.8,3,0
42.5,104.8,294.3,0.3834,0.5401,551.8,13.92,7.292,24.0,70.2,3,0
29.82,57.76,112.22,0.2957,0.2566,1340.4,39.61,1.354,10.0,55.1,3,0
4.14,11.46,39.97,0.3329,0.076,689.7,49.36,4.471,33.5,60.8,3,0
19.62,51.98,120.26,0.289,0.4138,2298.9,9.58,4.186,33.7,43.8,3,0
85.03,260.23,829.53,0.4471,0.1929,3333.3,60.25,6.946,27.8,70.6,3,1
35.54,75.7,157.33,0.2799,0.3111,3489.2,63.42,1.101,20.6,54.3,3,0
87.99,179.19,723.02,0.4217,0.3465,1438.3,41.36,1.879,14.5,61.4,3,0
5.62,19.88,77.66,0.2812,0.6477,2176.7,33.87,6.007,22.3,47.5,3,0
49.24,160.31,455.85,0.4752,0.5768,3025.7,49.48,4.523,29.8,64.4,3,0
32.88,112.81,480.4,0.3507,0.7669,587.6,24.7,1.5,25.1,51.1,3,0
30.47,55.09,126.79,0.3444,0.3647,2475.6,34.6,5.607,23.2,49.3,3,0
46.26,95.29,380.93,0.3283,0.3419,1549.2,59.97,0.144,31.2,64.2,3,1
51.42,151.12,494.74,0.4006,0.2731,880.3,62.34,4.57,17.8,64.8,3,1
